Company,Description,Source,Link,Month,Year,Ticker
Sabra Hummus,"In the US, the brand Sabra hummus was until November 2024 owned 50/50 by PepsiCo and The Strauss Group. The Strauss Group is Israel's second biggest food company and according to the Palestinian Boycott, Divestment and Sanction (BDS) movement it ""provides financial supportto the Israeli Defense Forces. Palestinian rights campaigners called for aboycott of Sabrasince at least 2011.In November 2024, following an intensified period ofcampaigning against the brand, it was announced that The Strauss Group was selling its stake in Sabra, leaving PepsiCo as the sole owner of the Sabra hummus brand.This appears to be a significant milestone/ partial boycott campaign success. However, PepsiCo also owns Sodastream which is subject to a BDS boycott too. Also, it's worth noting that in the UK Sabra hummus is not owned by PepsiCo, but instead by Osem Ltd, an Israeli company which is ultimately owned by Nestle. As Nestle faces several boycott calls, Sabra hummus still features on ourlist of active boycotts.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Siemens,"In October 2022 the BDS National Committee (BNC) called for a boycott of Siemens,statingthat it “calls on supporters of Palestinian rights worldwide to join climate justice movements in holding Chevron and Siemens accountable for helping to fuel environmental destruction and Israeli apartheid”.One of the reasons for the boycott call is that Siemens won a new contract to connect Israel’s electricity grid with that of the EU (the EuroAsia Interconnector project). It stated that if this contract was implemented it would contribute to the maintenance and expansion of Israel’s illegal settlements in the occupied Palestinian territory.It stated “Since these settlements constitute a war crime and have been condemned as a flagrant violation of international law in resolutions by the UN and the EU, the EU and Siemens are violating their respective IHL and human rights obligations by promoting and financing this project”.The campaign group is calling for global consumer boycotts and divestment campaigns until Siemens terminates its business involvement with the EuroAsia Interconnector.Over 2,500 people have used thetemplateon the BNC website to email Siemens, explaining why they are boycotting it.View our list of ethical alternative brands to Siemens.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
SodaStream,"SodaStream has long faced a boycott call over its “complicity in Israel’s grave violations of Palestinian human rights”,according tothe BDS movement.Sodastream faced a global boycott call due to owning a factory in the illegally occupied West Bank. In 2015 after intense public pressure Sodastreamclosed this factoryand left the West Bank.However, following this success, the BDS National Committeecontinues to call for a boycott of Sodastream, stating:SodaStream is an Israeli company that is actively complicit in Israel's policy of displacing the indigenous Bedouin-Palestinian citizens of present-day Israel in the Naqab (Negev) and has a long history of racial discrimination against Palestinian workers.View our list of ethical alternative brands to Sodastream.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Starbucks,"The Lakota People's Law Project Action Center is calling for aboycottof Starbucks due to its relationship with Nestle (see entry for Nestle in this list).Itstates""coffee empire Starbucks has struck a multibillion dollar deal with Nestle. We ask you to join the movement to #BoycottStarbucks, #BoycottNestle, and boycott all of their products.""",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Tesco Bank,"According to Palestine Solidarity Campaign (PSC), ""On 1 November 2024,Barclays acquired ownership of Tesco Bank. This means that Barclays owns and is operating under the Tesco Bank brand. We are therefore calling on all Tesco Bank customers to shut their accounts as part of the boycott of Barclays.""View the entry for 'Barclays' in this list for reasons why Barclays and consequently also Tesco Bank are being targeted by Palestinian human rights campaigners.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Tesla,"A decentralisedcoalition of environmentalists, anti-Trump advocates, and federal workersare calling for aTesla Takedownand boycott of the electric car brand.What began as a spontaneous grassroots movement urges people to sell their vehicles and shares of Tesla stock, to pressure Elon Musk - the richest man of the world as well as CEO andself-proclaimed Techno-king of Tesla- into withdrawing from politics.Since the start of the campaign, Musk has stepped down as Donald Trump’s advisor. But he continues tofund far right politicians like Tommy Robinson in the UK, support climate deniers anduses Twitter to spread hate and disinformation, which is why protestors continue to gather at Tesla showrooms in theUSand theUK.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Texaco,"In October 2022 the BDS National Committee (BNC) called for a boycott of Chevron. Itsaysthat the US fossil fuel multinational was the main international corporation extracting gas claimed by Israel in the Eastern Mediterranean since, and that it was therefore implicated in Israel’s practice of ""depriving the Palestinian people of their right to sovereignty over their natural resources”.In March 2024, anarticleby The Canary stated that an app-based union representing over 100,000 Uber drivers and other app-based drivers in 20 countries had united to boycott Chevron gas stations, including Texaco and Caltex, in solidarity with Palestinian trade unions.Chevrondoes notappear to have commented publicly on its ties to Israel. (Chevron owns Texaco.)View our list of ethical alternative brands to Chevron / Texaco.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Trip.com,"World Animal Protection is calling for a boycott ofTrip.com.The campaign groupsays""Many of the world’s leading travel companies are exploiting animals for profit by continuing to sell tickets to captive wildlife attractions, such as dolphin shows or elephant encounters. By offering tickets, booking sites are maintaining public demand for captive wildlife experiences and misleading travelers to believe these activities are acceptable or even beneficial for animals, when in fact they are cruel and cause lifelong harm.""It is running apledgethat people can sign to show they are boycotting GetYourGuide, Groupon, TUI/Musement, and Trip.com.World Animal Protectionsaysthat these brands ""have refused to stop selling captive wildlife entertainment. Until they decide to implement a robust animal welfare policy and stop selling animal cruelty, we will not support their business.""",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Tui,"World Animal Protection is calling for a boycott of travel company Tui.The campaign groupsays""Many of the world’s leading travel companies are exploiting animals for profit by continuing to sell tickets to captive wildlife attractions, such as dolphin shows or elephant encounters. By offering tickets, booking sites are maintaining public demand for captive wildlife experiences and misleading travelers to believe these activities are acceptable or even beneficial for animals, when in fact they are cruel and cause lifelong harm.""It is running apledgethat people can sign to show they are boycotting GetYourGuide, Groupon, TUI/Musement, and Trip.com.World Animal Protectionsaysthat these brands ""have refused to stop selling captive wildlife entertainment. Until they decide to implement a robust animal welfare policy and stop selling animal cruelty, we will not support their business.""122,000 people have signed itspetitiontelling TUI to ""stop profiting from dolphin cruelty"".Tui Groupalso owns Thompson Group and other travel brands.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Twitter / X,"In 2022 the coalition 'Stop Toxic Twitter', composed of around 60 organisations,calledon advertisers to ""cease all advertising on Twitter globally"" whilst owner Elon Musk fails to uphold community standards and content moderation.Its websitelistsa range of brands that have stopped advertising on Twitter (such as Allianz, Apple and Coca-cola) and ones that hadn't. Itclaimedthat over 500 advertisers had stopped advertising on Twitter as of February 2023. One of the coalition's members, the Center for Countering Digital Hate (CCDH),calledon people to tell brands like Apple that they want them to stop advertising on the platform and ""bankrollingthe spread of hate and disinformation.""Accordingto CDDG, ""In July 2023, Elon Musk and X Corp. filed a lawsuit against the Center for Countering Digital Hate, blaming the nonprofit for ‘tens of millions of dollars’ in lost advertising revenue after the organization reported on hate speech and misinformation on the platform"". Itappearsthat Musk lost the lawsuit in March 2024. Thejudgedescribed the case as a ""a blatant attempt to intimidate researchers and critics.""In August 2024 it wasannouncedthat Elon Musk is trying to sue a group of advertisers and major companies, accusing them of unlawfully agreeing to ""boycott"" the site, including Unilever and Mars. In May 2025, The US Federal Trade Commission opened an investigation into the boycott and demanded one of the call’s signatories, Media Matters,hand over all its communications related to the campaignwith other media watchdogs that track misinformation and hate speech.Read more in ourarticle on the growing boycott of X/Twitter.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Volvo (AB Volvo trucks),"The BDS National Committeesays""Machinery from HD Hyundai (South Korea), Volvo (Sweden/China), CAT (US), and JCB (UK) has been used by Israel in the ethnic cleansing and forced displacement of Palestinians through the destruction of their homes, farms, and businesses, as well as the construction of illegal settlements on land stolen from them, a war crime under international law.""It is targeting Volvo through a divestment campaign calling for governments, institutions, investment funds, city councils, and so on to divest from Volvo and exclude it from procurement contracts and investments.The boycott appears to apply to AB Volvo which produces trucks and construction equipment among other services including under the Volvo brand, as opposed to Volvo cars. Ethical Consumer has contacted the BNC seeking further information about whether Volvo cars are also being targeted by a boycott call.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Wendy's,"US fast food chain Wendy’s, which has some branches in the UK, faces a long-standingboycottbecause it refuses to join the Fair Food Program.The Fair Food Program was set up by the Coalition of Immokalee Workers (CIW) to address the rampant exploitation of workers in the Florida tomato industry. Burger King, McDonald’s, Subway, Taco Bell all joined the programme over a decade ago but Wendy’s has refused to do so. CIW tried to pressure Wendy’s into joining since 2005, and escalated its campaign to a boycott when Wendy’s moved its tomato sourcing from Florida to Mexico instead.Several cases of modern day slaveryhave emerged on farms in the US and Mexico, which has seen the campaign calling on Wendy’s to join the program return to the spotlight.CIW said to Ethical Consumer in a May 2025 email: “As instances of extreme exploitation and even modern-day slavery are on the rise, farmworkers and conscious consumers have been continuously calling on Wendy's to join the Fair Food Program for over a decade. Major actions have taken place against Wendy's including a multi-day fast outside the major investment firm Trian Partners Headquarters in New York in 2018 and several marches and demonstrations through Palm Beach — hometown of major Wendy's shareholder Nelson Peltz, in 2022, 2023, and 2024.”Read more about this in ourarticle on the Wendy's boycott.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
Wix,"The organisationTech for Palestineis calling for a boycott of investment platform Wix, as part of its project 'Israeli Tech Alternatives'.The campaign groupsays""Our short-term goal is to normalize and enable tech folks to speak up for the people of Palestine. Our main goal is to shift the Overton Window, and make it easier to speak up for Palestinian humanity and freedom"".According to the website 'Boycott Wix', launched in 2019 by a small group of US-based technologists, ""Just a short drive away from the WIX headquarters at the Tel Aviv port overlooking the Mediterranean Sea are Palestinian communities with poor or no access to the internet"".The BDS National Committee supports the boycott call.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
ZARA (owned by Inditex),"The BDS National Committee endorses the grassroots consumer boycott campaign of ZARA.ZARA is the flagship brand of Spanish multinational Inditex, which also owns Massimo Dutti, Pull & Bear, Bershka, Oysho, Stradivarius, and ZARA Home. All of Inditex’s brands have stores in Israel. The BDS movement supports the boycott of ZARA to pressure Inditex into closing its Israeli operations because of its “deep and growing complicity in Israel’s regime of settler-colonialism, apartheid, and genocide”.Theconsumer boycott of ZARAstarted in Israel in October 2022, after thechair of ZARA’s Israeli franchise hosted a roundtable event with ultra-nationalist minister Itamar Ben-Gvirat his home. Afterwards, Ben-Gvir praised ZARA, tweeting: “ZARA, beautiful clothes, beautiful Israelis.”Ben-Gvir has since been placed under sanctions by the UK and several other countries for his role in the genocide in Gaza. He is part of the extreme right-wing settler movement. He hasadvocated for the annihilation and expulsion of Palestiniansfor years and hasbeen convicted in Israelof supporting a “terror” organisation. In July 2025, when experts mandated by the United Nations Human Rights Council declared “Israel’s intentional and targeted starvation campaignagainst the Palestinian people... a form of genocidal violence”, Ben-Gvir said that letting humanitarian aid into Gaza would be “amoral bankruptcy”.#BoycottZara began trendingon X (formerly Twitter) in December 2023, after ZARA wasaccused of evoking Gaza war imagesin an ad campaign titled “The Jacket”. The campaign showedmannequins wrapped in white shroudsagainst a background of rubble and ripped cardboard, which critics said looked very similar to images of corpses in Gaza. Following international outrage, ZARA removed the ad but did not change its business practices in relation to Israel.On the contrary, it has deepened its economic ties. In 2024ZARA chose Israeli supermodel Sun Mizrahito lead its global campaign, “prompting intense backlash once again”. And inFebruary 2025, ZARA opened its largest-ever store in Israel.",Ethical Consumer,https://www.ethicalconsumer.org/ethicalcampaigns/boycotts,April,2025,
